都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
202142,1200180011,長野県,茅野市,茅野市立長峰中学校,チノシリツナガミネチュウガッコウ,,1504a,長野県茅野市宮川11288,,35.989389,138.168808,0266-72-4108,,4.00E+12,茅野市,,,,,,多目的トイレ有り;優先駐車場有り;エレベーター有り,,
202142,1200180012,長野県,茅野市,茅野市立北部中学校,チノシリツホクブチュウガッコウ,,1504a,長野県茅野市湖東5643,,36.025687,138.212166,0266-78-2244,,4.00E+12,茅野市,,,,,,多目的トイレ有り;スロープ有り,,
202142,1200180013,長野県,茅野市,茅野市立東部中学校,チノシリツトウブチュウガッコウ,,1504a,長野県茅野市玉川10030,,35.992555,138.203197,0266-79-5050,,4.00E+12,茅野市,,,,,,多目的トイレ有り;スロープ有り,,
202142,1200180014,長野県,茅野市,茅野市中央公民館,チノシチュウオウコウミンカン,,1307a,長野県茅野市宮川4552-2,,35.989127,138.154498,0266-72-3266,,4.00E+12,茅野市,月火水木金土日,9:00,21:30,毎月第3日曜日と年末年始（12/29～1/3）は終日利用不可。日曜日は9：00から17：30まで。,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;エレベーター有り,,優先駐車場は宮川地区コミュニティセンターと共有使用
202142,1200180015,長野県,茅野市,茅野市図書館,チノシトショカン,,1512a,長野県茅野市玉川500,,35.991354,138.161724,0266-72-9085,,4.00E+12,茅野市,火水木金土日,9:30,18:30,毎月第4金曜日と祝日の翌日、年末年始（12/28～1/4）は終日利用不可。土日祝日は10：00から18：00まで。,複写サービスあり,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;盲導犬・介助犬・聴導犬同伴可;スロープ有り;エレベーター有り,,
202142,1200180016,長野県,茅野市,茅野市尖石縄文考古館,チノシトガリイシジョウモンコウコカン,,0801a,長野県茅野市豊平4734-132,,36.013762,138.233396,0266-76-2270,,4.00E+12,茅野市,火水木金土日,9:00,16:30,休日の翌日（休日、土曜日又は日曜日にあたる時を除く）と年末年始（12/29～1/3）は終日利用不可。,複写サービス有り,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;盲導犬・介助犬・聴導犬同伴可;段差無し（館内）;点字ブロック有り,,
202142,1200180017,長野県,茅野市,茅野市八ヶ岳総合博物館,チノシヤツガタケソウゴウハクブツカン,,0801a,長野県茅野市豊平6983,,36.005972,138.179169,0266-73-0300,,4.00E+12,茅野市,火水木金土日,9:00,16:30,祝日の翌日と年末年始（12/29～1/3）は終日利用不可。,,多目的用トイレ有り;車椅子貸出有り;エレベーター有り,,
202142,1200180018,長野県,茅野市,茅野市神長官守矢史料館,チノシジンチョウカンモリヤシリョウカン,,0801a,長野県茅野市宮川389-1,,35.995491,138.128055,0266-73-7567,,4.00E+12,茅野市,火水木金土日,9:00,16:30,祝日の翌日と年末年始（12/29～1/3）は終日利用不可。,企画展年数回開催。古文書の複写サービスあり。,段差無し;階段無し,,
202142,1200180019,長野県,茅野市,茅野市運動公園野球場,チノシウンドウコウエンヤキュウジョウ,,1103a,長野県茅野市玉川500,,35.992144,138.169025,,,4.00E+12,茅野市,月火水木金土日,9:00,19:00,4月下旬～11月下旬の間利用可。大会は、5：00から利用可。,,,,
202142,1200180020,長野県,茅野市,茅野市運動公園プール,チノシウンドウコウエンプール,,1108a,長野県茅野市玉川500,,35.99457,138.167034,0266-72-5815,,4.00E+12,茅野市,月火水木金土日,10:00,17:30,7/1～8/31の間利用可。,,,,
202142,1200180021,長野県,茅野市,茅野市運動公園弓道場,チノシウンドウコウエンキュウドウジョウ,,1120a,長野県茅野市玉川500,,35.992383,138.170162,,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,年末年始（12/29～1/3）は終日利用不可。大会は、7：00から利用可。,,,,
202142,1200180022,長野県,茅野市,茅野市運動公園総合体育館,チノシウンドウコウエンソウゴウタイイクカン,,1110a,長野県茅野市玉川500,,35.993034,138.16749,0266-71-1645,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,年末年始（12/29～1/3）は終日利用不可。大会は、7：00から利用可。,,多目的トイレ有り;車椅子貸出有り;スロープ有り;エレベーター有り,,
202142,1200180023,長野県,茅野市,茅野市運動公園広場野球場,チノシウンドウコウエンヒロバヤキュウジョウ,,1103a,長野県茅野市玉川500,,35.992817,138.164308,,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,4月下旬～11月下旬の間利用可。大会は、5：00から利用可。,,,,
202142,1200180024,長野県,茅野市,茅野市運動公園陸上競技場,チノシウンドウコウエンリクジョウキョウギジョウ,,1102a,長野県茅野市玉川500,,35.993997,138.165591,,,4.00E+12,茅野市,月火水木金土日,5:00,22:00,年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180025,長野県,茅野市,茅野市運動公園相撲場,チノシウンドウコウエンスモウジョウ,,1118a,長野県茅野市玉川500,,35.993081,138.16962,,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,4月下旬～11月下旬の間利用可。大会は、5：00から利用可。,,,,
202142,1200180026,長野県,茅野市,茅野市運動公園国際スケートセンター,チノシウンドウコウエンコクサイスケートセンター,ＮＡＯ ice ＯＶＡＬ,1123a,長野県茅野市玉川500,,35.9951341,138.168633,0266-72-5815,,4.00E+12,茅野市,月火水木金土日,8:00,20:30,11/23～2月第3日曜日の間利用可。,,優先駐車場有;多目的トイレ有り;スロープ有り,,
202142,1200180027,長野県,茅野市,茅野市運動公園ゴルフ練習場,チノシウンドウコウエンゴルフレンシュウジョウ,,1140a,長野県茅野市玉川500,,35.9951341,138.168633,0266-72-5815,,4.00E+12,茅野市,月火水木金土日,10:00,22:00,4月上旬～10月第2日曜日までの間利用可。日曜日・祝祭日は9：00から利用可。,,優先駐車場有;多目的トイレ有り;スロープ有り,,
202142,1200180028,長野県,茅野市,茅野市運動公園バッティングセンター,チノシウンドウコウエンバッティングセンター,,1105a,長野県茅野市玉川500,,35.990772,138.168858,,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180029,長野県,茅野市,茅野市運動公園屋内ゲートボール場,チノシウンドウコウエンオクナイゲートボールジョウ,,1143a,長野県茅野市玉川500,,35.992821,138.169878,,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,年末年始（12/29～1/3）は終日利用不可。大会は、5：00から利用可。,,手すり有り,,
202142,1200180030,長野県,茅野市,茅野市体育練成館,チノシタイイクレンセイカン,,1113a,長野県茅野市塚原1-9-18,,35.998685,138.152229,,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,年末年始（12/29～1/3）は終日利用不可。大会は、5：00から利用可。,,,,
202142,1200180031,長野県,茅野市,茅野市運動公園野外音楽堂,チノシウンドウコウエンヤガイオンガクドウ,,1099a,長野県茅野市玉川500,,35.993741,138.167549,,,4.00E+12,茅野市,月火水木金土日,9:00,21:00,4月下旬～11月下旬の間利用可。,,,,
202142,1200180032,長野県,茅野市,茅野市運動公園庭球場,チノシウンドウコウエンテイキュウジョウ,,1116a,長野県茅野市玉川500,,35.9924,138.166106,,,4.00E+12,茅野市,月火水木金土日,5:00,22:00,年末年始（12/29～1/3）は終日利用不可。オムニコートの利用については、午前9：00から利用可。,,,,
202142,1200180033,長野県,茅野市,茅野市運動公園自由広場,チノシウンドウコウエンジユウヒロバ,,1106a,長野県茅野市玉川500,,35.992083,138.162829,,,4.00E+12,茅野市,月火水木金土日,5:00,19:00,4月下旬～11月下旬の間利用可。,,,,
202142,1200180034,長野県,茅野市,茅野市運動公園ＳＫ８パーク,チノシウンドウコウエンエスケーエイトパーク,,1199a,長野県茅野市玉川500,,35.9949,138.16616,,,4.00E+12,茅野市,月火水木金土日,5:00,22:00,年末年始（12/29～1/3）は終日利用不可。11月～4月まで21時まで,,,,
202142,1200180035,長野県,茅野市,茅野市運動公園焼肉広場,チノシウンドウコウエンヤキニクヒロバ,,1099a,長野県茅野市玉川500,,35.993142,138.168402,,,4.00E+12,茅野市,月火水木金土日,9:00,21:00,4月下旬～11月下旬の間利用可。,,,,
202142,1200180036,長野県,茅野市,茅野市千駄刈自然学校,チノシセンダガリシゼンガッコウ,,1125a,長野県茅野市北山5513-341,,36.0541,138.311214,0266-67-1115,,4.00E+12,茅野市,月水金土日,9:00,17:00,11/1～4/30の間は10：00～15：00の間使用可。,,,,
202142,1200180037,長野県,茅野市,茅野市青少年自然の森,チノシセイショウネンシゼンノモリ,,1511a,長野県茅野市豊平4734-2683-イ,,36.014498,138.235281,0266-76-5858,,4.00E+12,茅野市,火水木金土日,9:00,16:00,休日の翌日（月曜日にあたる時はその翌日）と12月～2月の間は終日利用不可。宿泊利用は17時までに入所し、翌日16時まで利用可。,複写サービス有り,多目的トイレ有り;盲導犬・介助犬・聴導犬同伴可,,
202142,1200180038,長野県,茅野市,アクアランド茅野（カルチャーセンター）,アクアランドチノ（カルチャーセンター）,,1309a,長野県茅野市ちの263-6,,36.003272,138.140759,0266-73-7245,,4.00E+12,茅野市,月火水木金土,9:00,21:00,年末年始（12/29～1/3）は終日利用不可。,,優先駐車場有り;多目的トイレ有り;スロープ有り;段差無し;エレベーター有り;手すり有り,,
202142,1200180039,長野県,茅野市,茅野市北部生涯学習センター,チノシホクブショウガイガクシュウセンター,,1599a,長野県茅野市湖東5643,,36.025687,138.212166,0266-72-2101,634,4.00E+12,茅野市,月火水木金土日,9:00,22:00,学校授業日及びクラブ活動利用時は利用不可。学校授業日は18：30～22：00の間利用可。,,優先駐車場有り;多目的トイレ有り;スロープ有り,,
202142,1200180040,長野県,茅野市,茅野市高齢者福祉センター塩壺の湯「ゆうゆう館」,チノシコウレイシャフクシセンターショツボノユ（ユウユウカン）,,1499a,長野県茅野市米沢6841,,36.035076,138.194629,0266-72-1515,,4.00E+12,茅野市,火水木金土日,9:00,17:00,入浴時間は午前10時から午後4時まで。年末年始（12/29～1/3）は終日利用不可。「敬老の日」は利用可。,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;階段無し;手すり有り,,
202142,1200180041,長野県,茅野市,茅野市寿和寮,チノシスワリョウ,,1408a,長野県茅野市宮川5010-1,,35.987126,138.162802,0266-71-1610,,4.00E+12,茅野市,,,,,養護老人ホーム、グループホーム,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;車椅子対応公衆電話有り;段差無し;エレベーター有り;手すり有り,,
202142,1200180042,長野県,茅野市,茅野市健康管理センター,チノシケンコウカンリセンター,,1399a,長野県茅野市塚原2-5-45,,35.994457,138.158891,0266-82-0105,,4.00E+12,茅野市,月火水木金,8:30,17:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有;スロープ有;優先駐車場有り;エレベーター有り,,
202142,1200180043,長野県,茅野市,茅野市東部保健福祉サービスセンター,チノシトウブホケンフクシサービスセンター,,1399a,長野県茅野市玉川4300,介護老人保健施設やすらぎの丘内,35.99092,138.177881,0266-82-0026,,4.00E+12,茅野市,月火水木金,8:30,17:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,優先駐車場有り;多目的トイレ有り;盲導犬・介助犬・聴導犬同伴可,,
202142,1200180044,長野県,茅野市,茅野市西部保健福祉サービスセンター,チノシセイブホケンフクシサービスセンター,,1399a,長野県茅野市宮川3975,,35.990212,138.150743,0266-82-0073,,4.00E+12,茅野市,月火水木金,8:30,17:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,優先駐車場有り;多目的トイレ有り;盲導犬・介助犬・聴導犬同伴可,,
202142,1200180045,長野県,茅野市,茅野市中部保健福祉サービスセンター,チノシチュウブホケンフクシサービスセンター,,1399a,長野県茅野市塚原2-5-45,茅野市ひと・まちプラザ内,35.994245,138.158623,0266-82-0107,,4.00E+12,茅野市,月火水木金,8:30,17:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,優先駐車場有り;多目的トイレ有り;盲導犬・介助犬・聴導犬同伴可,,
202142,1200180046,長野県,茅野市,茅野市北部保健福祉サービスセンター,チノシホクブホケンフクシサービスセンター,,1399a,長野県茅野市北山4808-1,,36.033896,138.224729,0266-77-3000,,4.00E+12,茅野市,月火水木金,8:30,17:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,優先駐車場有り;盲導犬・介助犬・聴導犬同伴可,,
202142,1200180047,長野県,茅野市,アクアランド茅野,アクアランドチノ,,0901a,長野県茅野市ちの263-4,,36.003667,138.140491,0266-73-1890,,4.00E+12,茅野市,月水木金土日,9:00,21:00,,,多目的トイレ有り;車椅子貸出有り;スロープ有り;手すり有り,,
202142,1200180048,長野県,茅野市,河原温泉河原の湯,カワラオンセンカワラノユ,,0901a,長野県茅野市泉野1616-2,,35.995412,138.227888,0266-79-6162,,4.00E+12,茅野市,月火水金土日,9:00,21:00,,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り;段差無し;手すり有り,,
202142,1200180049,長野県,茅野市,金沢温泉金鶏の湯,カナザワオンセンキンケイノユ,,0901a,長野県茅野市金沢2316-1,,35.948959,138.188959,0266-82-1503,,4.00E+12,茅野市,月火木金土日,9:00,21:00,,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り;手すり有り,,
202142,1200180050,長野県,茅野市,尖石温泉縄文の湯,トガリイシオンセンジョウモンノユ,,0901a,長野県茅野市豊平4734-7821,,36.014546,138.220856,0266-71-6080,,4.00E+12,茅野市,火水木金土日,9:00,21:00,,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り;手すり有り,,
202142,1200180051,長野県,茅野市,玉宮温泉望岳の湯,タマミヤオンセンボウガクノユ,,0901a,長野県茅野市玉川6128-2,,35.981774,138.197161,0266-82-8833,,4.00E+12,茅野市,月火水木土日,9:00,21:00,,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り;段差無し;階段無し;手すり有り,,
202142,1200180052,長野県,茅野市,米沢温泉塩壺の湯,ヨネザワオンセンショツボノユ,,0901a,長野県茅野市米沢6845,,36.034538,138.19524,0266-71-1655,,4.00E+12,茅野市,月火木金土日,9:00,21:00,,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り;階段無し;手すり有り,,
202142,1200180053,長野県,茅野市,茅野市ちの保育園,チノシチノホイクエン,,1402a,長野県茅野市塚原1-13-5,,35.999396,138.152738,0266-72-3076,,4.00E+12,茅野市,月火水木金,7:30,19:00,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180054,長野県,茅野市,茅野市宮川保育園,チノシミヤガワホイクエン,,1402a,長野県茅野市宮川4458-2,,35.986727,138.154745,0266-72-2601,,4.00E+12,茅野市,月火水木金,7:30,19:00,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180055,長野県,茅野市,茅野市宮川第二保育園,チノシミヤガワダイニホイクエン,,1402a,長野県茅野市宮川1277-1,,35.993251,138.135384,0266-72-2589,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180056,長野県,茅野市,茅野市玉川保育園,チノシタマガワホイクエン,,1402a,長野県茅野市玉川3439,,35.990143,138.191931,0266-72-3265,,4.00E+12,茅野市,月火水木金,7:30,19:00,祝日と年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180057,長野県,茅野市,茅野市湖東保育園,チノシコヒガシホイクエン,,1402a,長野県茅野市湖東5646-1,,36.026347,138.21429,0266-78-2637,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180058,長野県,茅野市,茅野市笹原保育園,チノシササハラホイクエン,,1402a,長野県茅野市湖東1298-1,,36.022052,138.258128,0266-76-2512,,4.00E+12,茅野市,月火水木金,8:00,16:00,祝日と年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180059,長野県,茅野市,茅野市豊平保育園,チノシトヨヒラホイクエン,,1402a,長野県茅野市豊平2486-1,,36.014533,138.20436,0266-72-2925,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180060,長野県,茅野市,茅野市北山保育園,チノシキタヤマホイクエン,,1402a,長野県茅野市北山4810-1,,36.033709,138.225389,0266-78-2330,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180061,長野県,茅野市,茅野市中央保育園,チノシチュウオウホイクエン,,1402a,長野県茅野市本町東15-14,,36.002378,138.173102,0266-72-2602,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180062,長野県,茅野市,茅野市米沢保育園,チノシヨネザワホイクエン,,1402a,長野県茅野市米沢6160,,36.027839,138.181003,0266-72-6249,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180063,長野県,茅野市,茅野市金沢保育園,チノシカナザワホイクエン,,1402a,長野県茅野市金沢1164-1,,35.946457,138.187827,0266-72-2419,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180064,長野県,茅野市,茅野市泉野保育園,チノシイズミノホイクエン,,1402a,長野県茅野市泉野2650-1,,35.996376,138.231997,0266-79-3639,,4.00E+12,茅野市,月火水木金,8:00,16:00,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180065,長野県,茅野市,茅野市小泉保育園,チノシコイズミホイクエン,,1402a,長野県茅野市玉川927-243,,36.001427,138.182409,0266-72-7401,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;スロープ有り,,
202142,1200180066,長野県,茅野市,茅野市みどりヶ丘保育園,チノシミドリガオカホイクエン,,1402a,長野県茅野市宮川8630-1,,35.981956,138.172109,0266-72-0333,,4.00E+12,茅野市,月火水木金,7:30,16:00,祝日と年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180067,長野県,茅野市,茅野市中大塩保育園,チノシナカオオシオホイクエン,,1402a,長野県茅野市中大塩8-12,,36.024677,138.184077,0266-72-3126,,4.00E+12,茅野市,月火水木金,7:30,18:30,祝日と年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180068,長野県,茅野市,茅野市こども館０１２３広場,チノシコドモカンゼロイチニサンヒロバ,,1399ａ,長野県茅野市ちの3502-1,ベルビア3階,35.99398,138.151489,0266-71-1661,,4.00E+12,茅野市,月火水金土日,10:00,18:00,年末年始（12/29～1/3）は終日利用不可。会議室は10：00～21：00の間利用可。,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;エレベーター有り;エスカレーター有り,,
202142,1200180069,長野県,茅野市,茅野市こども館CHUKOらんどチノチノ ,チノシコドモカンチュウコウランドチノチノ,,1399ａ,長野県茅野市ちの3502-1,ベルビア2階,35.99398,138.151489,0266-75-1199,,4.00E+12,茅野市,月火水金土日,13:00,19:00,年末年始（12/29～1/3）は終日利用不可。土・日曜日、祝日は10：00から利用可。,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;エレベーター有り;エスカレーター有り,,
202142,1200180070,長野県,茅野市,茅野市家庭教育センター,チノシカテイキョウイクセンター,,1599a,長野県茅野市塚原1-9-16,,35.998415,138.152062,0266-73-0888,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,受付は年末年始と日曜日、祝日を除く9：00～17：00の間,複写機サービス有り,エレベーター有り;多目的トイレ有り;車椅子貸出有り;優先駐車場有り,,
202142,1200180071,長野県,茅野市,発達支援センターやまびこ園,ハッタツシエンセンターヤマビコエン,,1499a,長野県茅野市本町東15-14,茅野市中央保育園内,36.002265,138.172844,0266-82-2277,,4.00E+12,茅野市,月火水木金,9:00,16:00,祝日とお盆、年末年始（12/29～1/3）は終日利用不可。,,エレベーター有り,,
202142,1200180072,長野県,茅野市,茅野市役所,チノシヤクショ,,1302a,長野県茅野市塚原2-6-1,,35.995555,138.158891,0266-72-2101,,4.00E+12,茅野市,月火水木金,8:30,17:15,祝日と年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180073,長野県,茅野市,茅野駅前ベルビア出張所,チノエキマエベルビアシュッチョウジョ,,1304a,長野県茅野市ちの3502-1　,ベルビア2階,35.99398,138.151489,0266-71-1663,,4.00E+12,茅野市,月火水金土日,10:00,19:00,年末年始（12/29～1/3）は終日利用不可。,,,,
202142,1200180074,長野県,茅野市,茅野市民館,チノシミンカン,,1016a,長野県茅野市塚原1-1-1,,35.995469,138.152057,0266-82-8222,,4.00E+12,茅野市,月水木金土日,9:00,22:00,火曜日が祝日の場合は利用可で、その直後の休日でない日と年末年始（12/29～1/4）は終日利用不可。美術館・イベントスペース、図書室は9：00～19：00の間利用可。,,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;盲導犬・介助犬・聴導犬同伴可:スロープ有り;エレベーター有り;手すり有り;点字ブロック有り,,
202142,1200180075,長野県,茅野市,ちの地区コミュニティセンター,チノチクコミュニティセンター,,1304a,長野県茅野市塚原1-9-16,,35.99819,138.152068,0266-72-4959,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター窓口は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180076,長野県,茅野市,宮川地区コミュニティセンター,ミヤガワチクコミュニティセンター,,1304a,長野県茅野市宮川4552-1,,35.98924,138.15409,0266-71-1602,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,,,
202142,1200180077,長野県,茅野市,米沢地区コミュニティセンター,ヨネザワチクコミュニティセンター,,1304a,長野県茅野市米沢4181,,36.030351,138.183659,0266-71-1603,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180078,長野県,茅野市,豊平地区コミュニティセンター,トヨヒラチクコミュニティセンター,,1304a,長野県茅野市豊平2321-1,,36.014585,138.202327,0266-71-1604,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180079,長野県,茅野市,玉川地区コミュニティセンター,タマガワチクコミュニティセンター,,1304a,長野県茅野市玉川3666-1,,35.989145,138.189366,0266-71-1605,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180080,長野県,茅野市,泉野地区コミュニティセンター,イズミノチクコミュニティセンター,,1304a,長野県茅野市泉野2647,,35.995508,138.231295,0266-70-1606,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,,,
202142,1200180081,長野県,茅野市,金沢地区コミュニティセンター,カナザワチクコミュニティセンター,,1304a,長野県茅野市金沢1152,,35.947408,138.187612,0266-71-1607,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180082,長野県,茅野市,湖東地区コミュニティセンター,コヒガシチクコミュニティセンター,,1304a,長野県茅野市湖東4978-1,,36.02344,138.212594,0266-71-5008,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180083,長野県,茅野市,北山地区コミュニティセンター,キタヤマチクコミュニティセンター,,1304a,長野県茅野市北山4340-1,,36.035279,138.224187,0266-71-5009,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180084,長野県,茅野市,中大塩地区コミュニティセンター,ナカオオシオチクコミュニティセンター,,1304a,長野県茅野市中大塩8-15,,36.02387,138.183213,0266-82-7088,,4.00E+12,茅野市,月火水木金土日,9:00,22:00,センター内の市役所出張所は、年末年始（12/29～1/3）を除く、月～金の8：30～17：15開所。,,多目的トイレ有り,,
202142,1200180085,長野県,茅野市,茅野市市民活動センター,チノシシミンカツドウセンター,ゆいわーく茅野,1305a,長野県茅野市塚原2-5-45,茅野市ひと・まちプラザ1・3階,35.994245,138.158623,0266-75-0633,,4.00E+12,茅野市,月火水木金土日,9:00,21:30,毎月第2土曜日と年末年始（12/29～1/3）は終日利用不可。,,多目的トイレ有り;車椅子貸出有り,,
